,Njogador,Temporada,Time,Adv,C_F,Jogador,Min,Pts_C,Pts_T,Pts_3_C,Pts_3_T,Pts_2_C,Pts_2_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
1509,10,19,Basq. Cearense,São José,2,Equipe,0:0,104,173,12,22,28,45,12,17,13,22,35,22,6,4,20,17,10,3
1510,0,19,Botafogo,UNIFACISA,1,Arthur,36:0,19,49,3,10,3,7,4,5,6,1,7,1,2,1,2,3,4,0
1511,1,19,Botafogo,UNIFACISA,1,Lucas,29:1,15,37,2,7,4,7,1,2,2,4,6,1,0,1,2,2,2,0
1512,2,19,Botafogo,UNIFACISA,1,Mogi,33:7,14,21,0,1,5,7,4,4,2,5,7,2,2,1,3,3,3,1
1513,3,19,Botafogo,UNIFACISA,1,Coelho,37:4,11,32,1,5,4,8,0,1,1,5,6,7,1,0,4,1,0,0
1514,4,19,Botafogo,UNIFACISA,1,Jamaal,25:2,10,27,2,5,1,5,2,2,1,7,8,2,1,0,5,4,1,0
1515,5,19,Botafogo,UNIFACISA,1,Freddie,9:3,3,7,0,1,0,0,3,4,0,3,3,0,0,0,3,2,0,0
1516,6,19,Botafogo,UNIFACISA,1,Diego,21:2,2,9,0,1,1,3,0,0,2,2,4,0,1,1,0,2,2,0
1517,7,19,Botafogo,UNIFACISA,1,Paulinho,8:0,2,11,0,1,1,4,0,0,0,1,1,1,1,0,1,2,3,0
1518,8,19,Botafogo,UNIFACISA,1,Cauê,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,9,19,Botafogo,UNIFACISA,1,Du Sommer,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,10,19,Botafogo,UNIFACISA,1,Jackson,0:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,11,19,Botafogo,UNIFACISA,1,Equipe,0:0,76,193,8,31,19,41,14,18,16,28,44,14,8,4,21,19,15,1
1522,0,19,UNIFACISA,Botafogo,2,João Vitor,28:6,17,23,1,1,7,10,0,0,5,9,14,1,2,1,3,2,4,2
1523,1,19,UNIFACISA,Botafogo,2,Miller,30:4,17,39,3,6,2,8,4,5,2,1,3,4,2,0,0,3,0,0
1524,2,19,UNIFACISA,Botafogo,2,Barnes,24:3,14,29,1,4,4,7,3,3,1,1,2,4,1,0,3,2,4,0
1525,3,19,UNIFACISA,Botafogo,2,Gemadinha,16:6,9,17,1,3,1,2,4,4,0,1,1,0,0,0,4,3,0,0
1526,4,19,UNIFACISA,Botafogo,2,Dixson,22:9,9,21,0,0,4,10,1,1,0,4,4,0,3,2,1,1,1,1
1527,5,19,UNIFACISA,Botafogo,2,Gabriel,10:5,7,12,1,2,1,1,2,4,0,0,0,1,0,0,2,2,1,0
1528,6,19,UNIFACISA,Botafogo,2,Douglas Nunes,23:9,4,8,0,0,1,3,2,2,0,4,4,1,2,2,3,1,2,0
1529,7,19,UNIFACISA,Botafogo,2,Gemerson,26:1,4,18,0,2,1,5,2,2,2,8,10,1,1,0,3,4,4,0
1530,8,19,UNIFACISA,Botafogo,2,Antonio,1:3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1531,9,19,UNIFACISA,Botafogo,2,Pepo Vidal,15:6,0,5,0,1,0,1,0,0,1,0,1,4,0,0,1,1,0,0
1532,10,19,UNIFACISA,Botafogo,2,Pezão,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,11,19,UNIFACISA,Botafogo,2,Equipe,0:0,81,174,7,19,21,48,18,21,12,29,41,16,11,5,20,20,17,3
1534,0,19,Bauru,Rio Claro,1,Draper,20:7,18,30,4,8,3,3,0,0,0,4,4,1,4,0,4,0,0,1
1535,1,19,Bauru,Rio Claro,1,Gabriel Jaú,25:0,17,35,1,3,4,8,6,10,1,9,10,0,0,0,4,6,1,0
1536,2,19,Bauru,Rio Claro,1,Wiggins,24:9,15,23,2,3,3,5,3,4,0,2,2,1,0,0,0,3,0,1
1537,3,19,Bauru,Rio Claro,1,Renato,28:3,14,20,1,2,5,6,1,2,1,3,4,4,0,0,1,1,1,1
1538,4,19,Bauru,Rio Claro,1,Faggiano,20:0,12,18,2,4,3,3,0,0,0,1,1,6,0,0,3,2,3,0
1539,5,19,Bauru,Rio Claro,1,Crescenzi,23:8,12,20,2,4,2,3,2,2,0,5,5,2,1,0,2,1,0,0
1540,6,19,Bauru,Rio Claro,1,Brito,10:7,7,11,0,0,3,4,1,3,1,0,1,0,0,0,1,3,1,0
1541,7,19,Bauru,Rio Claro,1,Larry,23:8,7,15,1,3,2,3,0,0,0,1,1,5,0,0,2,2,0,0
1542,8,19,Bauru,Rio Claro,1,Pará,17:1,2,4,0,0,1,2,0,0,2,3,5,2,0,0,2,1,0,0
1543,9,19,Bauru,Rio Claro,1,Malachias,5:8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1544,10,19,Bauru,Rio Claro,1,Equipe,0:0,104,178,13,27,26,38,13,21,7,30,37,21,5,0,19,19,6,3
1545,0,19,Rio Claro,Bauru,2,Gerson,31:5,22,37,0,1,10,15,2,4,5,5,10,1,0,0,0,2,2,1
1546,1,19,Rio Claro,Bauru,2,Figueroa,24:5,12,19,2,3,3,5,0,0,0,5,5,4,1,0,3,2,4,0
1547,2,19,Rio Claro,Bauru,2,Enzo,30:6,10,22,1,4,3,4,1,2,2,1,3,0,0,0,3,1,1,0
1548,3,19,Rio Claro,Bauru,2,Pedro,19:8,9,26,1,3,1,5,4,7,1,1,2,0,0,0,1,5,0,0
1549,4,19,Rio Claro,Bauru,2,Sahdi,26:0,9,25,1,3,2,6,2,4,0,1,1,3,0,0,1,5,2,0
1550,5,19,Rio Claro,Bauru,2,Pastor,14:4,5,11,1,2,1,2,0,1,1,3,4,1,1,0,5,2,1,0
1551,6,19,Rio Claro,Bauru,2,Baxley,17:3,4,21,0,1,2,9,0,0,0,4,4,0,0,3,1,1,1,0
1552,7,19,Rio Claro,Bauru,2,Lucão,22:6,4,8,0,0,2,4,0,0,2,1,3,0,0,0,3,0,0,0
1553,8,19,Rio Claro,Bauru,2,Ansaloni,5:4,1,8,0,2,0,0,1,2,2,2,4,1,0,0,2,1,0,0
1554,9,19,Rio Claro,Bauru,2,Bruno,5:9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,10,19,Rio Claro,Bauru,2,Thiaguinho,2:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,11,19,Rio Claro,Bauru,2,Equipe,0:0,76,180,6,20,24,50,10,20,16,25,41,10,2,3,19,19,11,1
1557,0,19,Mogi,Sesi Franca,1,André Goes,35:7,25,41,4,7,3,6,7,8,0,8,8,2,0,0,3,5,2,0
1558,1,19,Mogi,Sesi Franca,1,Fuzaro,34:3,15,33,1,5,3,6,6,6,1,7,8,0,1,0,2,5,4,0
1559,2,19,Mogi,Sesi Franca,1,Paranhos,29:2,11,28,0,0,4,12,3,4,2,4,6,1,1,1,3,3,2,0
1560,3,19,Mogi,Sesi Franca,1,Fúlvio,30:6,9,29,2,6,1,5,1,1,2,1,3,11,0,0,1,2,3,0
1561,4,19,Mogi,Sesi Franca,1,Fabricio,28:3,7,17,1,3,2,4,0,0,2,2,4,1,1,0,3,1,0,0
1562,5,19,Mogi,Sesi Franca,1,Colina,3:8,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,6,19,Mogi,Sesi Franca,1,Guga,10:5,5,7,1,1,1,2,0,0,0,1,1,1,0,0,3,1,0,0
1564,7,19,Mogi,Sesi Franca,1,Alex,11:6,3,6,0,0,1,2,1,2,0,2,2,0,0,0,4,1,1,0
1565,8,19,Mogi,Sesi Franca,1,Lessa,12:1,2,2,0,0,1,1,0,0,2,1,3,2,0,0,1,1,0,0
1566,9,19,Mogi,Sesi Franca,1,F Cardoso,3:8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
1567,10,19,Mogi,Sesi Franca,1,Gonzaga,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,11,19,Mogi,Sesi Franca,1,Mattos,0:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1569,12,19,Mogi,Sesi Franca,1,Equipe,0:0,83,169,11,24,16,38,18,21,10,28,38,18,3,1,24,19,13,0
1570,0,19,Sesi Franca,Mogi,2,Parodi,29:5,20,33,4,7,3,5,2,2,1,2,3,6,1,0,2,2,1,0
1571,1,19,Sesi Franca,Mogi,2,Schattmann,23:0,18,32,4,7,2,4,2,3,0,4,4,1,0,0,0,5,1,0
1572,2,19,Sesi Franca,Mogi,2,Hettsheimeir,24:9,15,25,1,2,4,7,4,5,1,5,6,1,0,0,2,6,4,0
1573,3,19,Sesi Franca,Mogi,2,David Jackson,34:3,14,35,1,6,4,7,3,3,1,4,5,4,3,1,5,3,2,0
1574,4,19,Sesi Franca,Mogi,2,Jimmy,22:2,6,23,0,4,2,4,2,3,2,1,3,0,0,0,2,3,0,0
1575,5,19,Sesi Franca,Mogi,2,Lucas Dias,29:3,6,9,2,3,0,0,0,0,1,2,3,2,1,2,3,3,2,0
1576,6,19,Sesi Franca,Mogi,2,Guilherme,13:0,3,9,0,1,1,2,1,2,0,3,3,2,0,0,3,1,1,0
1577,7,19,Sesi Franca,Mogi,2,Elinho,15:6,0,10,0,2,0,2,0,0,1,0,1,2,1,0,1,1,0,0
1578,8,19,Sesi Franca,Mogi,2,Adyel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,9,19,Sesi Franca,Mogi,2,Edu Marília,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,10,19,Sesi Franca,Mogi,2,Guilherme,4:5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1581,11,19,Sesi Franca,Mogi,2,Márcio,3:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,12,19,Sesi Franca,Mogi,2,Equipe,0:0,82,176,12,32,16,31,14,18,8,24,32,18,6,3,20,24,12,0
1583,0,19,Flamengo,UNIFACISA,1,Balbi,29:3,19,30,3,6,3,4,4,4,0,1,1,3,1,0,2,4,1,0
1584,1,19,Flamengo,UNIFACISA,1,Zach Graham,26:2,13,30,3,8,2,3,0,0,1,3,4,5,1,1,2,1,2,0
1585,2,19,Flamengo,UNIFACISA,1,Demétrio,27:6,12,23,2,5,2,2,2,4,1,4,5,0,1,1,2,3,0,0
1586,3,19,Flamengo,UNIFACISA,1,Marquinhos,25:9,9,28,1,5,1,4,4,5,0,3,3,4,2,0,2,3,3,0
1587,4,19,Flamengo,UNIFACISA,1,Mineiro,26:8,9,11,1,1,3,4,0,0,1,4,5,0,2,0,2,0,0,0
1588,5,19,Flamengo,UNIFACISA,1,Barrera,20:9,8,19,1,3,1,3,3,4,0,3,3,2,1,0,3,3,1,0
1589,6,19,Flamengo,UNIFACISA,1,Vargas,13:0,7,16,0,0,3,7,1,2,2,2,4,0,0,0,2,2,1,1
1590,7,19,Flamengo,UNIFACISA,1,Jhonatan,16:0,5,10,1,2,1,2,0,0,3,0,3,1,0,0,0,0,0,0
1591,8,19,Flamengo,UNIFACISA,1,Olivinha,12:1,1,14,0,2,0,3,1,2,0,0,0,1,1,0,2,1,2,0
1592,9,19,Flamengo,UNIFACISA,1,Deryk,2:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1593,10,19,Flamengo,UNIFACISA,1,Pedro Nunes,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,11,19,Flamengo,UNIFACISA,1,Maciel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,12,19,Flamengo,UNIFACISA,1,Equipe,0:0,83,181,12,32,16,32,15,21,11,22,33,16,9,2,19,17,11,1
1596,0,19,UNIFACISA,Flamengo,2,Miller,28:6,20,30,2,4,5,7,4,4,0,1,1,2,2,1,0,2,3,0
1597,1,19,UNIFACISA,Flamengo,2,Gemerson,25:7,15,33,2,6,0,2,9,11,1,7,8,1,0,0,0,6,1,0
1598,2,19,UNIFACISA,Flamengo,2,Douglas Nunes,29:1,10,18,1,3,3,4,1,1,1,4,5,2,1,0,3,1,1,0
1599,3,19,UNIFACISA,Flamengo,2,João Vitor,20:5,10,10,0,0,5,5,0,0,1,6,7,2,1,3,3,0,0,1
1600,4,19,UNIFACISA,Flamengo,2,Dixson,23:9,7,14,1,2,0,2,4,4,0,3,3,0,0,0,4,4,1,0
1601,5,19,UNIFACISA,Flamengo,2,Gabriel,17:3,5,5,1,1,1,1,0,0,0,0,0,0,0,0,2,0,2,0
1602,6,19,UNIFACISA,Flamengo,2,Pepo Vidal,31:6,5,17,1,3,1,4,0,0,1,3,4,10,1,0,2,3,3,0
1603,7,19,UNIFACISA,Flamengo,2,Gemadinha,8:1,3,14,1,4,0,1,0,0,0,1,1,0,0,0,2,1,4,0
1604,8,19,UNIFACISA,Flamengo,2,Antonio,4:8,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1605,9,19,UNIFACISA,Flamengo,2,Barnes,10:5,0,8,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1606,10,19,UNIFACISA,Flamengo,2,Pezão,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,11,19,UNIFACISA,Flamengo,2,Equipe,0:0,77,151,9,25,16,28,18,20,5,28,33,18,6,4,17,18,17,1
1608,0,19,Botafogo,Minas,1,Lucas,33:7,20,36,1,2,5,11,7,8,4,4,8,1,2,2,3,6,2,1
1609,1,19,Botafogo,Minas,1,Jamaal,24:3,18,21,3,3,2,3,5,6,1,2,3,2,0,0,3,4,2,0
1610,2,19,Botafogo,Minas,1,Diego,21:9,11,18,0,0,4,7,3,4,2,2,4,0,0,0,3,4,1,1
1611,3,19,Botafogo,Minas,1,Coelho,34:3,10,26,1,5,1,3,5,5,0,2,2,6,2,1,4,2,3,0
1612,4,19,Botafogo,Minas,1,Paulinho,22:1,9,23,1,4,2,4,2,3,1,1,2,4,0,0,3,1,0,0
1613,5,19,Botafogo,Minas,1,Mogi,27:6,7,10,1,2,2,2,0,0,1,9,10,2,0,2,2,0,0,0
1614,6,19,Botafogo,Minas,1,Arthur,25:6,6,24,0,4,1,3,4,6,0,3,3,1,1,0,3,4,5,0
1615,7,19,Botafogo,Minas,1,Freddie,10:5,3,6,0,0,1,2,1,2,0,0,0,0,0,0,2,2,0,1
1616,8,19,Botafogo,Minas,1,Cauê,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,9,19,Botafogo,Minas,1,Du Sommer,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,10,19,Botafogo,Minas,1,Jackson,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,11,19,Botafogo,Minas,1,Equipe,0:0,84,164,7,20,18,35,27,34,12,26,38,16,5,5,23,23,14,3
1620,0,19,Minas,Botafogo,2,Leandrinho,30:4,24,36,2,4,6,9,6,6,0,2,2,5,2,0,1,4,0,0
1621,1,19,Minas,Botafogo,2,Tyrone,31:7,14,25,1,3,4,6,3,4,1,4,5,1,2,0,2,4,0,2
1622,2,19,Minas,Botafogo,2,Scott,23:0,13,17,0,0,4,5,5,7,2,2,4,0,0,3,4,7,2,0
1623,3,19,Minas,Botafogo,2,Deodato,19:1,10,16,2,4,2,2,0,0,0,0,0,0,2,1,3,0,1,0
1624,4,19,Minas,Botafogo,2,Alex,32:8,10,25,1,6,2,2,3,3,0,6,6,8,0,1,3,3,4,0
1625,5,19,Minas,Botafogo,2,Shilton,17:0,7,11,0,0,2,4,3,3,1,2,3,0,0,0,2,2,0,0
1626,6,19,Minas,Botafogo,2,Davi,29:9,5,25,1,5,0,4,2,2,0,1,1,2,1,0,3,2,0,0
1627,7,19,Minas,Botafogo,2,Black,8:3,3,8,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0
1628,8,19,Minas,Botafogo,2,Gui Carvalho,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,9,19,Minas,Botafogo,2,Jackson Jr,2:4,0,5,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1630,10,19,Minas,Botafogo,2,Queiroz,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,11,19,Minas,Botafogo,2,Alexei,5:5,0,2,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0
1632,12,19,Minas,Botafogo,2,Equipe,0:0,86,170,8,25,20,35,22,25,7,20,27,16,7,5,24,23,9,2
1633,0,19,Mogi,Basq. Cearense,1,André Goes,35:9,20,36,4,8,2,4,4,4,0,5,5,5,1,0,3,5,4,0
1634,1,19,Mogi,Basq. Cearense,1,Fúlvio,26:8,17,21,3,4,2,2,4,5,0,3,3,6,2,0,0,4,5,0
1635,2,19,Mogi,Basq. Cearense,1,Fuzaro,36:1,12,23,2,5,3,4,0,0,1,5,6,2,0,0,1,3,4,0
1636,3,19,Mogi,Basq. Cearense,1,Fabricio,22:2,11,22,3,6,1,2,0,0,0,4,4,2,1,0,3,0,1,0
1637,4,19,Mogi,Basq. Cearense,1,Paranhos,26:4,5,12,0,0,1,4,3,4,1,5,6,0,0,0,2,2,3,0
1638,5,19,Mogi,Basq. Cearense,1,Lucas,11:0,4,13,1,3,0,1,1,2,0,2,2,1,0,0,1,1,0,0
1639,6,19,Mogi,Basq. Cearense,1,Guga,7:4,3,8,1,2,0,1,0,0,0,0,0,1,1,0,2,0,0,0
1640,7,19,Mogi,Basq. Cearense,1,Alex,12:5,3,7,0,1,1,1,1,2,1,1,2,1,0,1,2,2,0,0
1641,8,19,Mogi,Basq. Cearense,1,Lessa,14:3,2,7,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0
1642,9,19,Mogi,Basq. Cearense,1,F Cardoso,3:6,1,2,0,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0
1643,10,19,Mogi,Basq. Cearense,1,Ziggy,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,11,19,Mogi,Basq. Cearense,1,Colina,3:9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1645,12,19,Mogi,Basq. Cearense,1,Equipe,0:0,78,151,14,30,11,21,14,19,4,26,30,20,5,2,16,19,19,0
1646,0,19,Basq. Cearense,Mogi,2,Brite,33:3,21,38,2,5,7,11,1,1,1,4,5,4,3,0,2,2,2,0
1647,1,19,Basq. Cearense,Mogi,2,Sualisson,36:2,17,34,0,2,7,12,3,4,6,4,10,2,2,0,3,4,1,0
1648,2,19,Basq. Cearense,Mogi,2,Vinicius,28:8,11,28,1,4,4,8,0,0,3,1,4,1,0,1,2,2,3,1
1649,3,19,Basq. Cearense,Mogi,2,Davis,19:2,7,18,2,5,0,1,1,1,1,1,2,0,2,0,2,1,1,0
1650,4,19,Basq. Cearense,Mogi,2,Rashaun,24:1,6,19,0,3,2,4,2,2,1,5,6,3,1,0,2,3,3,0
1651,5,19,Basq. Cearense,Mogi,2,Gabriel,16:1,5,10,1,2,1,2,0,0,0,0,0,1,1,0,3,0,0,0
1652,6,19,Basq. Cearense,Mogi,2,Cauê,23:7,4,18,0,3,2,4,0,1,0,4,4,0,2,0,3,2,3,0
1653,7,19,Basq. Cearense,Mogi,2,Mathias,15:0,2,4,0,0,1,2,0,0,0,4,4,1,1,0,1,1,0,1
1654,8,19,Basq. Cearense,Mogi,2,Armani,3:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1655,9,19,Basq. Cearense,Mogi,2,Alex,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,10,19,Basq. Cearense,Mogi,2,Equipe,0:0,73,169,6,24,24,44,7,9,12,25,37,12,12,1,19,15,15,2
1657,0,19,São Paulo,Sesi Franca,1,Georginho,40:0,20,47,3,10,5,7,1,3,1,9,10,3,1,0,3,3,2,1
1658,1,19,São Paulo,Sesi Franca,1,Shamell,37:4,16,42,1,9,6,6,1,3,0,4,4,1,0,0,2,5,3,0
1659,2,19,São Paulo,Sesi Franca,1,Léo Meindl,40:0,15,43,2,6,3,10,3,5,3,7,10,2,2,0,1,4,1,0
1660,3,19,São Paulo,Sesi Franca,1,Kurtz,28:8,12,16,0,0,6,8,0,0,3,1,4,0,0,0,2,3,2,0
1661,4,19,São Paulo,Sesi Franca,1,Jefferson,36:1,12,36,2,8,3,6,0,0,3,3,6,1,1,0,3,2,1,0
1662,5,19,São Paulo,Sesi Franca,1,Murilo,11:0,2,4,0,0,1,2,0,0,2,3,5,1,0,0,5,0,1,0
1663,6,19,São Paulo,Sesi Franca,1,Renan,3:7,2,5,0,1,1,1,0,0,0,2,2,0,0,1,1,0,0,0
1664,7,19,São Paulo,Sesi Franca,1,Danilo,0:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1665,8,19,São Paulo,Sesi Franca,1,Mamedes,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,9,19,São Paulo,Sesi Franca,1,Jones,2:8,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1667,10,19,São Paulo,Sesi Franca,1,Cassiano,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,11,19,São Paulo,Sesi Franca,1,Igor,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,12,19,São Paulo,Sesi Franca,1,Equipe,0:0,79,195,8,34,25,41,5,11,14,30,44,9,4,1,18,17,12,1
1670,0,19,Sesi Franca,São Paulo,2,Lucas Dias,39:8,21,33,5,7,1,3,4,6,2,7,9,1,1,1,1,4,2,0
1671,1,19,Sesi Franca,São Paulo,2,Hettsheimeir,29:5,21,41,3,8,5,7,2,3,0,3,3,1,0,0,1,2,1,1
1672,2,19,Sesi Franca,São Paulo,2,David Jackson,32:0,13,35,1,5,4,9,2,2,1,3,4,4,1,0,2,5,0,0
1673,3,19,Sesi Franca,São Paulo,2,Elinho,23:8,9,14,1,2,2,3,2,2,0,2,2,7,0,0,3,2,4,0
1674,4,19,Sesi Franca,São Paulo,2,Parodi,26:3,7,17,1,3,2,4,0,0,1,3,4,7,2,0,1,2,0,0
1675,5,19,Sesi Franca,São Paulo,2,Jimmy,17:6,5,11,1,3,1,1,0,0,1,1,2,2,0,0,1,0,0,0
1676,6,19,Sesi Franca,São Paulo,2,Schattmann,17:3,5,17,1,5,1,1,0,0,1,3,4,1,1,0,4,2,0,0
1677,7,19,Sesi Franca,São Paulo,2,Guilherme,10:3,5,22,1,4,1,5,0,0,3,2,5,1,0,0,3,0,1,0
1678,8,19,Sesi Franca,São Paulo,2,Guilherme,3:4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
1679,9,19,Sesi Franca,São Paulo,2,Márcio,0:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,10,19,Sesi Franca,São Paulo,2,Adyel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,11,19,Sesi Franca,São Paulo,2,Edu Marília,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,12,19,Sesi Franca,São Paulo,2,Equipe,0:0,86,190,14,37,17,33,10,13,9,30,39,24,5,1,18,17,10,1
1683,0,19,Pinheiros,Mogi,1,Betinho,40:2,46,64,7,10,9,13,7,8,1,3,4,3,2,0,4,8,5,0
1684,1,19,Pinheiros,Mogi,1,Bennett,43:1,22,39,1,3,8,13,3,4,2,5,7,9,2,0,4,4,6,0
1685,2,19,Pinheiros,Mogi,1,Buffat,37:0,12,17,2,3,3,4,0,0,1,3,4,1,5,1,4,0,0,0
1686,3,19,Pinheiros,Mogi,1,Ware,31:5,12,21,2,3,3,6,0,0,1,5,6,1,0,0,4,2,1,0
1687,4,19,Pinheiros,Mogi,1,Toledo,25:3,10,17,0,0,4,6,2,5,1,2,3,2,0,0,3,8,2,0
1688,5,19,Pinheiros,Mogi,1,C. Torres,17:3,5,15,0,2,2,3,1,3,1,2,3,0,1,0,2,2,3,0
1689,6,19,Pinheiros,Mogi,1,Scaglia,24:7,3,8,0,1,1,2,1,1,0,0,0,1,1,0,1,1,1,0
1690,7,19,Pinheiros,Mogi,1,D. Souza,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,8,19,Pinheiros,Mogi,1,Dawkins,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,9,19,Pinheiros,Mogi,1,L. Cauê,5:5,0,2,0,0,0,1,0,0,1,1,2,0,0,0,2,0,1,0
1693,10,19,Pinheiros,Mogi,1,Viana,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,11,19,Pinheiros,Mogi,1,G. Campos,0:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,12,19,Pinheiros,Mogi,1,Equipe,0:0,110,183,12,22,30,48,14,21,10,26,36,17,11,1,25,25,21,0
1696,0,19,Mogi,Pinheiros,2,André Goes,36:7,24,49,4,9,6,11,0,0,0,6,6,1,3,0,4,2,5,0
1697,1,19,Mogi,Pinheiros,2,Fuzaro,40:7,23,44,2,6,4,7,9,12,0,3,3,2,2,0,1,8,2,1
1698,2,19,Mogi,Pinheiros,2,Paranhos,32:2,16,20,0,0,7,8,2,4,4,5,9,2,1,1,4,2,2,0
1699,3,19,Mogi,Pinheiros,2,Fúlvio,36:2,15,25,2,4,3,5,3,3,2,2,4,11,0,0,5,4,5,0
1700,4,19,Mogi,Pinheiros,2,Lucas,17:8,13,27,3,6,0,2,4,5,0,1,1,3,2,0,0,3,0,0
1701,5,19,Mogi,Pinheiros,2,Fabricio,30:4,9,23,3,7,0,1,0,0,1,3,4,0,0,0,3,2,1,0
1702,6,19,Mogi,Pinheiros,2,Alex,11:4,2,2,0,0,1,1,0,0,1,1,2,0,1,0,2,1,1,0
1703,7,19,Mogi,Pinheiros,2,F Cardoso,4:8,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,1,1,0
1704,8,19,Mogi,Pinheiros,2,Lessa,10:3,2,4,0,0,1,2,0,0,0,1,1,0,1,0,1,0,0,0
1705,9,19,Mogi,Pinheiros,2,Guga,4:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
1706,10,19,Mogi,Pinheiros,2,Ziggy,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,11,19,Mogi,Pinheiros,2,Colina,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,12,19,Mogi,Pinheiros,2,Equipe,0:0,106,196,14,32,22,37,20,26,8,24,32,19,10,1,26,23,18,1
1709,0,19,Paulistano,Sesi Franca,1,Dikembe,30:8,18,22,0,0,9,11,0,0,7,7,14,0,1,0,1,5,4,4
1710,1,19,Paulistano,Sesi Franca,1,Yago,28:0,17,42,4,10,1,4,3,4,2,6,8,6,2,0,3,4,5,0
1711,2,19,Paulistano,Sesi Franca,1,Vitão,26:9,14,27,4,7,0,1,2,4,0,1,1,1,3,0,3,5,2,0
1712,3,19,Paulistano,Sesi Franca,1,Solano,30:0,11,30,2,6,2,5,1,2,1,1,2,4,3,0,5,1,2,0
1713,4,19,Paulistano,Sesi Franca,1,Maique,19:0,8,19,2,5,1,2,0,0,0,3,3,0,0,1,0,0,0,0
