,Time,Oponente,Data,Casa/Fora,Classificatoria/Playoffs,Nome,Pts_3_C,Pts_3_T,Pts_2_C,Pts_2_T,LL_C,LL_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN,substituicao_entra,substituicao_sai,Ar_Pts_C,Ar_Pts_T,Pts_C,Pts_T,posse_de_bola_Oliver,Diferenca_Placar,Vitoria/Derrota,Periodos_Positivos,posse_de_bola,Ataques/min,Tempo_de_posse,Semana
390,KTO Caxias do Sul,VipTech CMB,25/03/2018 11:00,casa,2º TURNO,Equipe,9,54,54,100,12,19,12,26,38,21,8,3,17,15,12,3,23,18,27,68,75,173,76.0,9.0,vitória,8,73,3.84,19,MIN 80  X  78 VER RELATÓRIO  VIT
391,VipTech CMB,KTO Caxias do Sul,25/03/2018 11:00,fora,2º TURNO,Equipe,24,90,24,44,18,19,6,27,33,17,5,2,15,17,18,1,23,18,19,52,66,153,72.0,-9.0,derrota,3,73,3.48,21,MIN 80  X  78 VER RELATÓRIO  VIT
392,Joinville   AABJ ,Paulistano,25/03/2018 11:00,casa,2º TURNO,Equipe,33,132,28,74,5,6,18,17,35,12,12,1,15,6,11,3,38,33,22,81,66,212,76.0,-20.0,derrota,5,75,3.57,21,CAX 75  X  66 VER RELATÓRIO  CMO
393,Paulistano,Joinville   AABJ ,25/03/2018 11:00,fora,2º TURNO,Equipe,42,93,36,62,8,13,14,38,52,24,8,4,7,15,21,2,51,45,30,62,86,168,75.0,20.0,vitória,7,75,3.95,19,CAX 75  X  66 VER RELATÓRIO  CMO
394,Bauru,Botafogo,25/03/2018 11:00,casa,2º TURNO,Equipe,42,84,46,76,15,30,10,21,31,22,11,1,23,24,11,6,25,20,31,66,103,190,81.0,25.0,vitória,6,78,4.11,19,JLE 66  X  86 VER RELATÓRIO  CAP
395,Botafogo,Bauru,25/03/2018 11:00,fora,2º TURNO,Equipe,24,60,30,64,24,29,10,27,37,8,7,3,24,23,19,0,25,20,23,52,78,153,73.0,-25.0,derrota,8,78,3.71,21,JLE 66  X  86 VER RELATÓRIO  CAP
396,Flamengo,Vitória,25/03/2018 11:00,casa,2º TURNO,Equipe,27,93,40,70,22,27,12,33,45,22,4,4,21,21,7,0,22,17,29,66,89,190,73.0,14.0,vitória,9,72,3.79,19,BAU 103  X  78 VER RELATÓRIO  BOT
397,Vitória,Flamengo,25/03/2018 11:00,fora,2º TURNO,Equipe,24,54,32,92,19,26,11,27,38,16,6,2,22,21,9,1,33,28,23,64,75,172,73.0,-14.0,derrota,6,73,3.48,21,BAU 103  X  78 VER RELATÓRIO  BOT
398,Pinheiros,Liga Sorocabana,27/03/2018 19:30,casa,2º TURNO,Equipe,9,45,64,100,7,13,11,24,35,19,11,4,9,13,15,2,29,39,33,65,80,158,74.0,11.0,vitória,9,73,4.06,18,FLA 89  X  75 VER RELATÓRIO  VIT
399,Liga Sorocabana,Pinheiros,27/03/2018 19:30,fora,2º TURNO,Equipe,24,60,36,84,9,11,11,23,34,13,10,1,13,9,17,0,24,34,26,62,69,155,72.0,-11.0,derrota,4,73,3.32,22,FLA 89  X  75 VER RELATÓRIO  VIT
400,KTO Caxias do Sul,Paulistano,27/03/2018 19:30,casa,2º TURNO,Equipe,21,81,48,88,12,16,12,30,42,20,6,2,24,20,11,1,29,23,30,71,81,185,76.0,1.0,vitória,11,74,3.7,20,PIN 80  X  69 VER RELATÓRIO  LSB
401,Paulistano,KTO Caxias do Sul,27/03/2018 19:30,fora,2º TURNO,Equipe,30,99,26,50,24,30,9,27,36,12,7,2,22,24,15,1,40,35,22,58,80,179,75.0,-1.0,derrota,4,74,3.7,20,PIN 80  X  69 VER RELATÓRIO  LSB
402,Joinville   AABJ ,VipTech CMB,27/03/2018 19:30,casa,2º TURNO,Equipe,27,75,46,94,10,18,6,30,36,15,9,1,11,17,6,2,29,23,30,72,83,187,79.0,2.0,vitória,4,78,3.39,23,CAX 81  X  80 VER RELATÓRIO  CAP
403,VipTech CMB,Joinville   AABJ ,27/03/2018 19:30,fora,2º TURNO,Equipe,39,96,36,72,6,9,9,39,48,20,3,4,17,10,15,2,25,20,29,68,81,177,78.0,-2.0,derrota,6,78,3.55,22,CAX 81  X  80 VER RELATÓRIO  CAP
404,Bauru,Vasco da Gama,27/03/2018 19:30,casa,2º TURNO,Equipe,27,84,44,80,12,20,10,30,40,11,4,5,24,20,11,0,26,36,31,68,83,184,78.0,-5.0,derrota,6,75,3.95,19,JLE 83  X  81 VER RELATÓRIO  CMO
405,Vasco da Gama,Bauru,27/03/2018 19:30,fora,2º TURNO,Equipe,18,57,48,98,22,24,8,29,37,17,5,5,22,23,6,2,20,30,28,68,88,179,75.0,5.0,vitória,10,74,3.52,21,JLE 83  X  81 VER RELATÓRIO  CMO
406,Minas,Fortaleza Basquete,27/03/2018 19:30,casa,2º TURNO,Equipe,18,60,40,80,17,22,8,24,32,21,9,3,14,19,7,5,26,26,21,60,75,162,69.0,12.0,vitória,7,70,3.18,22,BAU 83  X  88 VER RELATÓRIO  VAS
407,Fortaleza Basquete,Minas,27/03/2018 19:30,fora,2º TURNO,Equipe,18,63,38,84,7,12,15,27,42,18,3,1,20,14,18,1,18,18,24,63,63,159,71.0,-12.0,derrota,4,69,3.83,18,BAU 83  X  88 VER RELATÓRIO  VAS
408,Sesi Franca,Botafogo,27/03/2018 19:30,casa,2º TURNO,Equipe,36,84,52,78,16,25,9,30,39,25,6,4,17,19,9,3,27,22,35,67,104,187,78.0,37.0,vitória,7,75,3.75,20,MIN 75  X  63 VER RELATÓRIO  CEA
409,Botafogo,Sesi Franca,27/03/2018 19:30,fora,2º TURNO,Equipe,21,63,40,94,6,13,12,23,35,13,4,0,19,17,14,3,22,17,24,68,67,170,75.0,-37.0,derrota,3,75,3.75,20,MIN 75  X  63 VER RELATÓRIO  CEA
410,Mogi das Cruzes,Pinheiros,27/03/2018 19:30,casa,2º TURNO,Equipe,30,78,32,80,7,9,12,21,33,15,5,1,12,11,9,2,27,22,24,66,69,167,66.0,-15.0,derrota,3,65,3.25,20,FRA 104  X  67 VER RELATÓRIO  BOT
411,Pinheiros,Mogi das Cruzes,27/03/2018 19:30,fora,2º TURNO,Equipe,39,75,38,82,7,9,14,29,43,20,4,2,11,12,9,2,21,16,30,66,84,166,64.0,15.0,vitória,7,64,3.37,19,FRA 104  X  67 VER RELATÓRIO  BOT
412,Liga Sorocabana,Mogi das Cruzes,29/03/2018 20:00,casa,2º TURNO,Equipe,15,42,44,90,10,15,6,25,31,22,7,1,24,16,13,3,34,44,24,59,69,147,73.0,-5.0,derrota,5,71,3.38,21,MOG 69  X  84 VER RELATÓRIO  PIN
413,Mogi das Cruzes,Liga Sorocabana,29/03/2018 20:00,fora,2º TURNO,Equipe,27,75,32,54,15,23,3,27,30,18,7,2,16,23,12,4,21,31,21,52,74,152,72.0,5.0,vitória,7,70,3.89,18,MOG 69  X  84 VER RELATÓRIO  PIN
414,Botafogo,KTO Caxias do Sul,30/03/2018 19:00,casa,2º TURNO,Equipe,24,75,38,70,28,34,5,25,30,23,5,5,23,28,15,1,41,36,26,60,90,179,84.0,-5.0,derrota,9,83,3.77,22,LSB 69  X  74 VER RELATÓRIO  MOG
415,KTO Caxias do Sul,Botafogo,30/03/2018 19:00,fora,2º TURNO,Equipe,15,51,62,118,18,26,12,29,41,18,9,1,28,22,10,1,22,17,35,76,95,195,86.0,5.0,vitória,8,83,3.61,23,LSB 69  X  74 VER RELATÓRIO  MOG
416,Minas,Vitória,31/03/2018 14:00,casa,OITAVAS,Equipe,33,75,32,68,15,20,9,30,39,20,6,3,19,23,9,2,19,14,25,59,80,163,67.0,15.0,vitória,6,70,3.33,21,BOT 90  X  95 VER RELATÓRIO  CAX
417,Vitória,Minas,31/03/2018 14:00,fora,OITAVAS,Equipe,27,69,28,68,10,16,5,26,31,14,4,4,23,19,10,1,30,25,22,57,65,153,69.0,-15.0,derrota,5,69,3.63,19,BOT 90  X  95 VER RELATÓRIO  CAX
418,Vasco da Gama,Bauru,01/04/2018 14:00,casa,OITAVAS,Equipe,24,66,42,68,18,19,4,27,31,16,4,1,19,21,12,3,22,17,26,56,84,153,72.0,-9.0,derrota,7,71,3.55,20,MIN 80  X  65 VER RELATÓRIO  VIT
419,Bauru,Vasco da Gama,01/04/2018 14:00,fora,OITAVAS,Equipe,39,84,38,76,16,18,8,21,29,16,5,2,21,19,7,1,25,20,31,66,93,178,72.0,9.0,vitória,6,70,3.5,20,MIN 80  X  65 VER RELATÓRIO  VIT
420,Fortaleza Basquete,Pinheiros,02/04/2018 20:00,casa,OITAVAS,Equipe,36,93,36,74,1,4,15,25,40,14,6,4,22,16,18,0,23,18,30,68,73,171,73.0,-9.0,derrota,3,73,3.65,20,VAS 84  X  93 VER RELATÓRIO  BAU
421,Pinheiros,Fortaleza Basquete,02/04/2018 20:00,fora,OITAVAS,Equipe,12,39,50,104,20,25,14,22,36,11,12,3,16,22,12,2,29,24,27,65,82,168,72.0,9.0,vitória,5,73,3.65,20,VAS 84  X  93 VER RELATÓRIO  BAU
422,KTO Caxias do Sul,Botafogo,03/04/2018 19:00,casa,OITAVAS,Equipe,18,66,44,80,17,21,4,27,31,18,15,4,22,23,10,4,20,15,24,62,79,167,77.0,27.0,vitória,8,75,3.75,20,CEA 73  X  82 VER RELATÓRIO  PIN
423,Botafogo,KTO Caxias do Sul,03/04/2018 19:00,fora,OITAVAS,Equipe,21,63,10,52,21,23,8,29,37,8,7,0,24,20,26,0,27,22,12,47,52,138,76.0,-27.0,derrota,2,75,3.75,20,CEA 73  X  82 VER RELATÓRIO  PIN
424,Vitória,Minas,03/04/2018 21:00,casa,OITAVAS,Equipe,15,69,36,90,20,26,12,37,49,13,5,4,16,19,8,0,30,25,23,68,71,185,74.0,8.0,vitória,7,67,3.19,21,CAX 79  X  52 VER RELATÓRIO  BOT
425,Minas,Vitória,03/04/2018 21:00,fora,OITAVAS,Equipe,21,90,32,78,10,15,7,27,34,11,6,0,19,16,8,0,29,24,23,69,63,183,76.0,-8.0,derrota,4,68,3.58,19,CAX 79  X  52 VER RELATÓRIO  BOT
426,KTO Caxias do Sul,Botafogo,04/04/2018 19:30,casa,OITAVAS,Equipe,21,63,40,76,19,29,11,27,38,18,9,6,19,25,16,4,23,18,23,59,80,168,75.0,16.0,vitória,8,71,3.38,21,VIT 71  X  63 VER RELATÓRIO  MIN
427,Botafogo,KTO Caxias do Sul,04/04/2018 19:30,fora,OITAVAS,Equipe,21,75,24,54,19,21,4,26,30,8,6,3,25,19,14,0,32,27,19,52,64,150,71.0,-16.0,derrota,5,71,3.74,19,VIT 71  X  63 VER RELATÓRIO  MIN
428,Bauru,Vasco da Gama,05/04/2018 19:00,casa,OITAVAS,Equipe,33,75,38,68,18,20,7,25,32,14,4,1,21,21,13,1,23,18,29,59,89,163,73.0,-3.0,derrota,8,74,3.7,20,CAX 80  X  64 VER RELATÓRIO  BOT
429,Vasco da Gama,Bauru,05/04/2018 19:00,fora,OITAVAS,Equipe,39,90,36,56,17,20,5,23,28,20,7,1,21,21,12,1,21,16,30,58,92,166,74.0,3.0,vitória,8,74,3.7,20,CAX 80  X  64 VER RELATÓRIO  BOT
430,Pinheiros,Fortaleza Basquete,05/04/2018 21:00,casa,OITAVAS,Equipe,21,72,30,76,9,10,10,25,35,15,3,2,18,18,14,1,20,15,21,62,60,158,70.0,-4.0,derrota,4,68,3.24,21,BAU 89  X  92 VER RELATÓRIO  VAS
431,Fortaleza Basquete,Pinheiros,05/04/2018 21:00,fora,OITAVAS,Equipe,18,66,32,80,14,16,14,28,42,11,7,1,20,18,12,1,18,13,21,62,64,162,67.0,4.0,vitória,5,68,3.58,19,BAU 89  X  92 VER RELATÓRIO  VAS
432,Vitória,Minas,06/04/2018 19:00,casa,OITAVAS,Equipe,18,75,38,78,18,21,7,34,41,10,8,3,19,19,17,2,44,39,23,64,74,174,82.0,9.0,vitória,8,77,3.67,21,PIN 60  X  64 VER RELATÓRIO  CEA
433,Minas,Vitória,06/04/2018 19:00,fora,OITAVAS,Equipe,21,90,28,78,16,25,8,28,36,12,9,0,19,19,14,2,25,20,19,69,65,193,85.0,-9.0,derrota,4,76,4.0,19,PIN 60  X  64 VER RELATÓRIO  CEA
434,Bauru,Vasco da Gama,06/04/2018 21:00,casa,OITAVAS,Equipe,27,75,34,62,22,25,8,24,32,15,7,2,17,21,13,1,20,30,25,56,83,162,71.0,4.0,vitória,7,68,3.24,21,VIT 74  X  65 VER RELATÓRIO  MIN
435,Vasco da Gama,Bauru,06/04/2018 21:00,fora,OITAVAS,Equipe,21,78,50,78,8,8,8,21,29,19,8,1,22,16,9,1,21,31,31,65,79,164,69.0,-4.0,derrota,4,68,3.58,19,VIT 74  X  65 VER RELATÓRIO  MIN
436,Pinheiros,Fortaleza Basquete,07/04/2018 14:00,casa,OITAVAS,Equipe,21,72,32,82,9,15,20,17,37,12,8,2,18,19,14,1,25,20,22,65,62,169,65.0,-13.0,derrota,4,62,3.26,19,BAU 83  X  79 VER RELATÓRIO  VAS
437,Fortaleza Basquete,Pinheiros,07/04/2018 14:00,fora,OITAVAS,Equipe,24,72,42,62,9,13,10,23,33,14,10,3,19,18,11,1,18,13,28,55,75,147,62.0,13.0,vitória,5,62,3.1,20,BAU 83  X  79 VER RELATÓRIO  VAS
438,Minas,Vitória,08/04/2018 19:30,casa,OITAVAS,Equipe,27,87,32,60,16,19,7,32,39,16,8,1,15,18,13,1,25,20,24,59,75,166,73.0,11.0,vitória,3,71,3.94,18,PIN 62  X  75 VER RELATÓRIO  CEA
439,Vitória,Minas,08/04/2018 19:30,fora,OITAVAS,Equipe,21,84,34,74,9,11,10,26,36,13,7,1,18,16,14,0,41,36,24,65,64,169,74.0,-11.0,derrota,6,71,3.38,21,PIN 62  X  75 VER RELATÓRIO  CEA
440,Vasco da Gama,Bauru,09/04/2018 19:30,casa,OITAVAS,Equipe,30,87,34,62,39,48,9,26,35,27,6,0,22,34,9,3,29,24,24,60,103,197,80.0,-1.0,derrota,7,83,3.77,22,MIN 75  X  64 VER RELATÓRIO  VIT
441,Bauru,Vasco da Gama,09/04/2018 19:30,fora,OITAVAS,Equipe,36,99,50,90,18,23,17,25,42,25,4,1,35,22,15,0,33,28,37,78,104,212,85.0,1.0,vitória,6,82,3.57,23,MIN 75  X  64 VER RELATÓRIO  VIT
442,Fortaleza Basquete,Pinheiros,10/04/2018 19:30,casa,OITAVAS,Equipe,27,90,34,62,3,7,11,29,40,12,3,1,16,17,10,1,24,19,25,61,64,159,62.0,1.0,vitória,6,64,3.05,21,VAS 103  X  104 VER RELATÓRIO  BAU
443,Pinheiros,Fortaleza Basquete,10/04/2018 19:30,fora,OITAVAS,Equipe,15,63,40,88,8,11,8,27,35,14,3,1,17,16,7,0,28,23,25,65,63,162,68.0,-1.0,derrota,7,65,3.42,19,VAS 103  X  104 VER RELATÓRIO  BAU
444,Vitória,Minas,11/04/2018 19:30,casa,OITAVAS,Equipe,33,117,50,98,28,35,19,29,48,23,8,2,28,24,17,3,64,64,33,88,111,250,99.0,-6.0,derrota,5,96,3.43,28,CEA 64  X  63 VER RELATÓRIO  PIN
445,Minas,Vitória,11/04/2018 19:30,fora,OITAVAS,Equipe,54,123,38,64,25,34,7,34,41,21,13,3,24,28,17,2,56,56,35,73,117,221,98.0,6.0,vitória,10,96,3.56,27,CEA 64  X  63 VER RELATÓRIO  PIN
446,KTO Caxias do Sul,Mogi das Cruzes,12/04/2018 20:00,casa,OITAVAS,Equipe,21,93,28,50,11,13,9,26,35,15,10,1,19,16,18,0,24,19,21,56,60,156,71.0,-3.0,derrota,5,71,3.38,21,VIT 111  X  117 VER RELATÓRIO  MIN
447,Mogi das Cruzes,KTO Caxias do Sul,12/04/2018 20:00,fora,OITAVAS,Equipe,27,84,26,52,10,12,6,27,33,17,10,1,16,17,17,1,39,34,21,54,63,148,70.0,3.0,vitória,3,70,3.68,19,VIT 111  X  117 VER RELATÓRIO  MIN
448,Minas,Flamengo,14/04/2018 14:00,casa,QUARTAS,Equipe,24,87,36,66,10,13,11,21,32,22,9,1,17,16,18,1,29,24,25,62,70,166,74.0,-14.0,derrota,7,75,3.57,21,CAX 60  X  63 VER RELATÓRIO  MOG
449,Flamengo,Minas,14/04/2018 14:00,fora,QUARTAS,Equipe,30,57,44,76,10,14,6,27,33,25,10,3,16,16,17,1,28,23,31,57,84,147,74.0,14.0,vitória,8,74,3.89,19,CAX 60  X  63 VER RELATÓRIO  MOG
450,Bauru,Sesi Franca,15/04/2018 14:00,casa,QUARTAS,Equipe,30,69,30,54,21,25,1,28,29,17,4,1,15,23,10,1,18,28,24,50,81,148,70.0,5.0,vitória,5,68,3.58,19,MIN 70  X  84 VER RELATÓRIO  FLA
451,Sesi Franca,Bauru,15/04/2018 14:00,fora,QUARTAS,Equipe,36,90,36,76,4,5,9,24,33,15,5,1,23,15,10,1,26,36,29,68,76,171,70.0,-5.0,derrota,6,68,3.24,21,MIN 70  X  84 VER RELATÓRIO  FLA
452,Fortaleza Basquete,Paulistano,16/04/2018 19:00,casa,QUARTAS,Equipe,33,90,30,80,9,14,11,31,42,15,7,1,17,18,13,1,29,24,25,70,72,184,78.0,5.0,vitória,3,73,3.04,24,BAU 81  X  76 VER RELATÓRIO  FRA
453,Paulistano,Fortaleza Basquete,16/04/2018 19:00,fora,QUARTAS,Equipe,24,132,32,50,11,15,13,34,47,19,5,7,20,17,10,3,40,35,21,69,67,197,73.0,-5.0,derrota,5,73,4.56,16,BAU 81  X  76 VER RELATÓRIO  FRA
454,Flamengo,Minas,16/04/2018 21:00,casa,QUARTAS,Equipe,27,90,54,96,20,22,15,25,40,25,9,2,16,16,4,1,21,16,35,78,101,208,76.0,27.0,vitória,9,72,3.6,20,CEA 72  X  67 VER RELATÓRIO  CAP
455,Minas,Flamengo,16/04/2018 21:00,fora,QUARTAS,Equipe,24,84,42,72,8,14,12,25,37,15,2,1,17,15,14,4,27,22,25,64,74,170,72.0,-27.0,derrota,4,72,3.6,20,CEA 72  X  67 VER RELATÓRIO  CAP
456,Mogi das Cruzes,KTO Caxias do Sul,17/04/2018 20:30,casa,QUARTAS,Equipe,27,87,32,62,10,15,10,26,36,17,10,3,18,19,15,2,25,20,23,60,69,164,71.0,12.0,vitória,7,70,3.33,21,FLA 101  X  74 VER RELATÓRIO  MIN
457,KTO Caxias do Sul,Mogi das Cruzes,17/04/2018 20:30,fora,QUARTAS,Equipe,18,63,34,74,5,11,10,26,36,13,8,1,19,18,18,0,19,13,23,58,57,148,71.0,-12.0,derrota,3,70,3.89,18,FLA 101  X  74 VER RELATÓRIO  MIN
458,Flamengo,Minas,18/04/2018 19:30,casa,QUARTAS,Equipe,27,84,54,86,16,24,13,23,36,25,8,2,23,22,11,2,14,9,34,71,97,194,80.0,5.0,vitória,6,78,3.71,21,MOG 69  X  57 VER RELATÓRIO  CAX
459,Minas,Flamengo,18/04/2018 19:30,fora,QUARTAS,Equipe,27,75,50,80,15,19,9,24,33,22,4,2,23,20,17,2,31,26,32,65,92,174,81.0,-5.0,derrota,6,79,3.43,23,MOG 69  X  57 VER RELATÓRIO  CAX
460,Sesi Franca,Bauru,19/04/2018 19:30,casa,QUARTAS,Equipe,36,105,32,66,9,12,13,28,41,15,10,1,18,17,17,3,20,15,25,68,77,183,77.0,-6.0,derrota,8,76,4.47,17,FLA 97  X  92 VER RELATÓRIO  MIN
461,Bauru,Sesi Franca,19/04/2018 19:30,fora,QUARTAS,Equipe,39,84,38,72,6,9,6,29,35,20,10,0,17,18,15,2,23,18,30,64,83,165,77.0,6.0,vitória,7,76,3.45,22,FLA 97  X  92 VER RELATÓRIO  MIN
462,Paulistano,Fortaleza Basquete,19/04/2018 21:00,casa,QUARTAS,Equipe,33,96,38,80,22,29,19,26,45,22,11,2,21,26,15,4,42,52,26,72,93,205,80.0,4.0,vitória,5,78,3.9,20,FRA 77  X  83 VER RELATÓRIO  BAU
463,Fortaleza Basquete,Paulistano,19/04/2018 21:00,fora,QUARTAS,Equipe,30,90,46,68,13,18,7,26,33,16,11,2,26,21,14,0,22,32,33,64,89,176,78.0,-4.0,derrota,6,77,3.85,20,FRA 77  X  83 VER RELATÓRIO  BAU
464,Mogi das Cruzes,KTO Caxias do Sul,20/04/2018 19:00,casa,QUARTAS,Equipe,9,63,22,50,23,26,5,26,31,7,6,3,23,24,15,1,30,25,13,46,54,139,68.0,-11.0,derrota,4,70,3.68,19,CAP 93  X  89 VER RELATÓRIO  CEA
465,KTO Caxias do Sul,Mogi das Cruzes,20/04/2018 19:00,fora,QUARTAS,Equipe,21,63,32,78,12,19,14,27,41,17,8,0,25,22,14,3,31,26,20,60,65,160,69.0,11.0,vitória,2,70,3.5,20,CAP 93  X  89 VER RELATÓRIO  CEA
466,Sesi Franca,Bauru,20/04/2018 21:00,casa,QUARTAS,Equipe,18,93,38,82,5,7,15,25,40,15,8,1,25,17,10,1,22,17,24,72,61,182,70.0,-8.0,derrota,4,69,3.83,18,MOG 54  X  65 VER RELATÓRIO  CAX
467,Bauru,Sesi Franca,20/04/2018 21:00,fora,QUARTAS,Equipe,27,78,26,46,16,25,6,33,39,14,4,2,18,25,14,0,22,17,22,49,69,149,67.0,8.0,vitória,4,69,3.29,21,MOG 54  X  65 VER RELATÓRIO  CAX
468,Paulistano,Fortaleza Basquete,21/04/2018 14:00,casa,QUARTAS,Equipe,30,105,42,66,7,8,14,24,38,19,7,0,16,14,12,2,40,40,29,68,79,179,68.0,11.0,vitória,6,66,3.14,21,FRA 61  X  69 VER RELATÓRIO  BAU
469,Fortaleza Basquete,Paulistano,21/04/2018 14:00,fora,QUARTAS,Equipe,30,75,30,70,8,11,11,22,33,11,7,1,15,15,14,0,26,26,25,60,68,156,68.0,-11.0,derrota,6,67,3.53,19,FRA 61  X  69 VER RELATÓRIO  BAU
470,KTO Caxias do Sul,Mogi das Cruzes,22/04/2018 11:00,casa,QUARTAS,Equipe,18,90,44,72,8,14,8,22,30,15,9,4,18,15,6,1,21,16,27,66,70,176,69.0,-10.0,derrota,5,69,3.83,18,CAP 79  X  68 VER RELATÓRIO  CEA
471,Mogi das Cruzes,KTO Caxias do Sul,22/04/2018 11:00,fora,QUARTAS,Equipe,21,81,46,66,13,16,8,33,41,19,4,0,15,18,11,2,37,32,28,60,80,163,70.0,10.0,vitória,8,69,3.14,22,CAP 79  X  68 VER RELATÓRIO  CEA
472,Fortaleza Basquete,Paulistano,23/04/2018 20:00,casa,QUARTAS,Equipe,30,93,14,76,13,21,13,14,27,13,7,1,26,19,9,2,29,24,15,69,57,190,74.0,-41.0,derrota,2,72,3.79,19,CAX 70  X  80 VER RELATÓRIO  MOG
473,Paulistano,Fortaleza Basquete,23/04/2018 20:00,fora,QUARTAS,Equipe,54,108,28,50,16,22,10,39,49,18,4,1,20,25,12,2,38,33,30,61,98,180,72.0,41.0,vitória,7,71,3.38,21,CAX 70  X  80 VER RELATÓRIO  MOG
474,Mogi das Cruzes,Flamengo,25/04/2018 19:30,casa,QUARTAS,Equipe,30,93,38,66,11,18,10,31,41,20,5,2,19,15,9,0,43,38,29,64,79,177,70.0,17.0,vitória,4,67,3.05,22,CEA 57  X  98 VER RELATÓRIO  CAP
475,Flamengo,Mogi das Cruzes,25/04/2018 19:30,fora,QUARTAS,Equipe,24,84,28,74,10,13,13,28,41,15,8,2,18,16,10,0,25,20,22,65,62,171,67.0,-17.0,derrota,3,67,3.72,18,CEA 57  X  98 VER RELATÓRIO  CAP
476,Bauru,Paulistano,28/04/2018 14:00,casa,SEMI,Equipe,21,69,30,70,21,25,10,27,37,17,1,0,17,26,9,0,17,27,22,58,72,164,67.0,-6.0,derrota,7,67,3.53,19,MOG 79  X  62 VER RELATÓRIO  FLA
477,Paulistano,Bauru,28/04/2018 14:00,fora,SEMI,Equipe,39,108,32,62,7,9,11,26,37,17,5,7,26,17,7,0,49,59,29,67,78,179,67.0,6.0,vitória,7,66,3.3,20,MOG 79  X  62 VER RELATÓRIO  FLA
478,Flamengo,Mogi das Cruzes,30/04/2018 20:00,casa,SEMI,Equipe,30,93,32,76,12,15,18,15,33,17,5,0,23,19,9,0,20,15,26,69,74,184,66.0,-14.0,derrota,3,66,3.67,18,BAU 72  X  78 VER RELATÓRIO  CAP
479,Mogi das Cruzes,Flamengo,30/04/2018 20:00,fora,SEMI,Equipe,27,75,50,62,11,14,8,24,32,24,6,1,20,21,13,1,39,34,33,56,88,151,65.0,14.0,vitória,6,65,3.1,21,BAU 72  X  78 VER RELATÓRIO  CAP
480,Paulistano,Bauru,04/05/2018 20:00,casa,SEMI,Equipe,33,120,20,56,6,9,10,27,37,13,7,5,20,16,10,0,37,32,21,68,59,185,72.0,-11.0,derrota,2,71,3.94,18,FLA 74  X  88 VER RELATÓRIO  MOG
481,Bauru,Paulistano,04/05/2018 20:00,fora,SEMI,Equipe,36,99,24,56,10,14,9,40,49,13,5,1,18,17,13,0,23,18,24,61,70,169,70.0,11.0,vitória,5,71,3.38,21,FLA 74  X  88 VER RELATÓRIO  MOG
482,Flamengo,Mogi das Cruzes,05/05/2018 14:00,casa,SEMI,Equipe,27,75,30,80,14,18,14,27,41,17,3,0,21,18,9,0,26,21,24,65,71,173,68.0,7.0,vitória,7,66,3.47,19,CAP 59  X  70 VER RELATÓRIO  BAU
483,Mogi das Cruzes,Flamengo,05/05/2018 14:00,fora,SEMI,Equipe,27,96,28,56,9,14,10,28,38,16,1,2,19,20,12,2,39,34,21,60,64,166,68.0,-7.0,derrota,3,66,3.14,21,CAP 59  X  70 VER RELATÓRIO  BAU
484,Paulistano,Bauru,07/05/2018 20:00,casa,SEMI,Equipe,51,117,30,58,14,14,8,25,33,23,4,0,18,16,2,1,37,32,31,68,95,189,67.0,31.0,vitória,9,63,3.15,20,FLA 71  X  64 VER RELATÓRIO  MOG
485,Bauru,Paulistano,07/05/2018 20:00,fora,SEMI,Equipe,24,75,30,60,10,13,7,27,34,17,2,1,19,17,10,1,19,14,22,55,64,148,64.0,-31.0,derrota,3,63,3.15,20,FLA 71  X  64 VER RELATÓRIO  MOG
486,Bauru,Paulistano,08/05/2018 19:30,casa,SEMI,Equipe,21,84,36,60,25,34,14,37,51,14,3,2,24,26,10,0,23,18,25,58,82,178,69.0,7.0,vitória,7,69,3.14,22,CAP 95  X  64 VER RELATÓRIO  BAU
487,Paulistano,Bauru,08/05/2018 19:30,fora,SEMI,Equipe,33,123,24,56,18,28,16,23,39,12,6,2,26,24,6,0,44,39,23,69,75,207,72.0,-7.0,derrota,5,70,3.89,18,CAP 95  X  64 VER RELATÓRIO  BAU
488,Mogi das Cruzes,Flamengo,11/05/2018 20:00,casa,SEMI,Equipe,39,81,36,72,14,17,8,29,37,22,7,0,24,18,9,2,25,20,29,63,89,170,71.0,17.0,vitória,8,72,3.27,22,BAU 82  X  75 VER RELATÓRIO  CAP
489,Flamengo,Mogi das Cruzes,11/05/2018 20:00,fora,SEMI,Equipe,24,93,34,64,14,20,11,24,35,13,3,0,18,24,13,1,25,20,24,63,72,177,74.0,-17.0,derrota,7,72,4.24,17,BAU 82  X  75 VER RELATÓRIO  CAP
490,Paulistano,Bauru,12/05/2018 14:00,casa,SEMI,Equipe,36,105,28,60,16,22,13,27,40,20,6,4,21,21,10,2,47,57,24,65,80,187,71.0,3.0,vitória,3,71,3.55,20,MOG 89  X  72 VER RELATÓRIO  FLA
491,Bauru,Paulistano,12/05/2018 14:00,fora,SEMI,Equipe,30,78,28,62,19,23,6,27,33,14,5,1,22,20,8,1,23,33,23,57,77,163,70.0,-3.0,derrota,6,71,3.55,20,MOG 89  X  72 VER RELATÓRIO  FLA
